rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,previous_delay_in_minutes,marge_minutes,attente_conducteur
541646,364890,mobile,ended,621.0,538703.0,210.0,,,
541751,394928,connect,ended,-47.0,544799.0,600.0,-59.0,-659.0,0.0
543788,377071,mobile,ended,0.0,538874.0,30.0,2.0,-28.0,0.0
544198,263232,mobile,ended,83.0,538218.0,300.0,273.0,-27.0,0.0
544741,374290,mobile,ended,-36.0,532043.0,180.0,101.0,-79.0,0.0
545070,398326,mobile,ended,0.0,544957.0,270.0,13.0,-257.0,0.0
545233,366371,connect,ended,-81.0,517688.0,720.0,-245.0,-965.0,0.0
546056,408509,mobile,ended,72.0,549516.0,120.0,-96.0,-216.0,0.0
548307,404571,mobile,ended,-4.0,532798.0,90.0,45.0,-45.0,0.0
558441,358225,mobile,ended,4.0,552053.0,0.0,11.0,11.0,11.0
559527,385178,connect,canceled,,555186.0,330.0,-301.0,-631.0,0.0
559976,344254,connect,ended,51.0,558129.0,60.0,-185.0,-245.0,0.0
545594,392479,mobile,ended,22.0,538397.0,570.0,-301.0,-871.0,0.0
545750,393968,connect,ended,-11.0,548306.0,600.0,27.0,-573.0,0.0
545916,307364,connect,ended,-77.0,545822.0,30.0,26.0,-4.0,0.0
546070,313952,mobile,ended,238.0,569185.0,570.0,-85.0,-655.0,0.0
547872,338243,connect,ended,83.0,549555.0,600.0,-154.0,-754.0,0.0
548110,379908,mobile,ended,-52.0,542260.0,720.0,45.0,-675.0,0.0
545984,305525,connect,ended,-253.0,545963.0,720.0,-33.0,-753.0,0.0
546636,399528,connect,ended,4.0,545268.0,540.0,23.0,-517.0,0.0
548185,385295,mobile,ended,129.0,538747.0,600.0,-9.0,-609.0,0.0
548272,317330,connect,ended,-21.0,548279.0,0.0,-692.0,-692.0,0.0
548867,217819,mobile,ended,-134.0,544074.0,270.0,-46.0,-316.0,0.0
548952,356630,mobile,ended,-88.0,523527.0,720.0,-66.0,-786.0,0.0
550479,265239,connect,ended,51.0,520615.0,0.0,-22.0,-22.0,0.0
552131,406551,connect,canceled,,545126.0,60.0,-46.0,-106.0,0.0
552365,404130,connect,ended,12.0,553206.0,480.0,18.0,-462.0,0.0
521986,369845,mobile,canceled,,553278.0,630.0,-32.0,-662.0,0.0
522640,394543,mobile,ended,21.0,546468.0,60.0,-40.0,-100.0,0.0
533456,368432,mobile,ended,-2.0,539640.0,600.0,-12.0,-612.0,0.0
533596,352799,mobile,ended,46.0,538423.0,720.0,-1.0,-721.0,0.0
553302,368432,mobile,ended,-104.0,567818.0,570.0,,,
553719,391519,connect,canceled,,562244.0,540.0,,,
553836,340616,connect,ended,54.0,553933.0,30.0,-341.0,-371.0,0.0
554383,159533,connect,ended,41.0,512682.0,330.0,-125.0,-455.0,0.0
554407,310049,mobile,ended,76.0,551523.0,120.0,-20.0,-140.0,0.0
549968,377004,mobile,ended,52.0,550088.0,30.0,142.0,112.0,112.0
550240,407865,mobile,ended,15.0,550984.0,120.0,-10.0,-130.0,0.0
550994,303309,connect,ended,31.0,549854.0,720.0,-46.0,-766.0,0.0
551565,356673,mobile,ended,176.0,548460.0,60.0,30.0,-30.0,0.0
551667,350149,mobile,ended,272.0,555318.0,150.0,29.0,-121.0,0.0
552075,364038,mobile,ended,0.0,514557.0,30.0,-1.0,-31.0,0.0
552116,363280,mobile,ended,4.0,519547.0,540.0,73.0,-467.0,0.0
552264,376491,connect,ended,-15.0,551892.0,30.0,-96.0,-126.0,0.0
552598,376840,connect,ended,10.0,549549.0,540.0,-153.0,-693.0,0.0
553308,368432,mobile,ended,-133.0,562021.0,630.0,-2.0,-632.0,0.0
554174,312622,mobile,ended,11.0,554035.0,60.0,0.0,-60.0,0.0
554183,362187,connect,ended,-426.0,556500.0,180.0,15.0,-165.0,0.0
554235,394801,mobile,ended,7.0,559412.0,30.0,-28.0,-58.0,0.0
554905,314687,mobile,ended,-28.0,552745.0,60.0,-82.0,-142.0,0.0
554994,391519,connect,canceled,,556870.0,660.0,,,
549565,390692,mobile,ended,78.0,530304.0,0.0,39.0,39.0,39.0
549943,403313,mobile,ended,,539950.0,0.0,,,
550632,308073,connect,ended,,548622.0,720.0,29.0,-691.0,0.0
551141,372115,mobile,ended,24.0,550285.0,660.0,-31.0,-691.0,0.0
551925,336629,mobile,ended,-21.0,550453.0,0.0,8.0,8.0,8.0
551997,398886,mobile,ended,205.0,550567.0,60.0,-58.0,-118.0,0.0
552303,354138,mobile,ended,-11.0,566927.0,570.0,142.0,-428.0,0.0
553523,412539,mobile,ended,1489.0,552169.0,480.0,-262.0,-742.0,0.0
552787,378754,connect,canceled,,549036.0,0.0,-148.0,-148.0,0.0
553646,274001,mobile,ended,7.0,539712.0,120.0,134.0,14.0,14.0
555143,320834,connect,ended,25.0,564613.0,120.0,28.0,-92.0,0.0
555258,229646,mobile,ended,79.0,550583.0,450.0,3.0,-447.0,0.0
555641,368724,mobile,ended,24.0,565544.0,60.0,-22.0,-82.0,0.0
556500,362187,connect,ended,15.0,555592.0,60.0,-106.0,-166.0,0.0
557709,404542,mobile,canceled,,555077.0,180.0,76.0,-104.0,0.0
557928,383344,connect,ended,,540817.0,60.0,105.0,45.0,45.0
558317,380069,mobile,ended,,561985.0,0.0,,,
556319,383462,connect,ended,55.0,558174.0,660.0,-1.0,-661.0,0.0
556825,404130,connect,ended,-7.0,551494.0,720.0,-111.0,-831.0,0.0
557619,320438,mobile,ended,17.0,556077.0,150.0,-20.0,-170.0,0.0
558258,357530,connect,ended,2.0,557097.0,690.0,-49.0,-739.0,0.0
559316,414201,mobile,ended,30.0,557671.0,690.0,-54.0,-744.0,0.0
559594,291932,connect,ended,-408.0,556581.0,150.0,-18.0,-168.0,0.0
559739,308181,connect,ended,8.0,564990.0,120.0,133.0,13.0,13.0
559788,397599,mobile,ended,54.0,559390.0,630.0,-159.0,-789.0,0.0
559886,347011,mobile,ended,140.0,557366.0,60.0,62.0,2.0,2.0
559934,192643,mobile,ended,,558833.0,630.0,,,
560682,305452,mobile,ended,139.0,553996.0,570.0,-81.0,-651.0,0.0
562014,353425,connect,canceled,,550306.0,60.0,-58.0,-118.0,0.0
563218,397592,mobile,ended,93.0,560585.0,60.0,,,
563661,338584,connect,ended,-38.0,567637.0,630.0,-166.0,-796.0,0.0
556970,403644,mobile,ended,45.0,556081.0,30.0,-6.0,-36.0,0.0
557344,381994,mobile,ended,53.0,554398.0,60.0,14.0,-46.0,0.0
557404,181625,connect,ended,-352.0,554077.0,120.0,6.0,-114.0,0.0
558733,320824,connect,ended,36.0,554117.0,150.0,,,
559077,355444,connect,ended,0.0,554528.0,240.0,-32.0,-272.0,0.0
561219,295860,mobile,ended,-5.0,574786.0,60.0,65.0,5.0,5.0
562075,403430,mobile,ended,70.0,554144.0,720.0,21.0,-699.0,0.0
560938,407636,connect,ended,-50.0,555004.0,660.0,-71.0,-731.0,0.0
537360,367365,connect,ended,-370.0,543323.0,630.0,2.0,-628.0,0.0
554746,334118,mobile,ended,-171.0,548107.0,30.0,-277.0,-307.0,0.0
556014,245154,connect,canceled,,566170.0,210.0,-2.0,-212.0,0.0
556362,351153,mobile,ended,17.0,554711.0,720.0,1.0,-719.0,0.0
556385,359978,mobile,ended,,554772.0,720.0,,,
559087,383485,mobile,canceled,,559072.0,60.0,-56.0,-116.0,0.0
564691,361789,mobile,ended,-97.0,560638.0,690.0,,,
565591,381787,connect,ended,-4.0,572671.0,720.0,12.0,-708.0,0.0
566264,401475,connect,ended,-55.0,517671.0,660.0,-249.0,-909.0,0.0
566648,383110,connect,ended,-77.0,568065.0,480.0,-64.0,-544.0,0.0
566774,377591,connect,ended,281.0,544588.0,0.0,50.0,50.0,50.0
516961,385721,connect,ended,-32.0,542219.0,0.0,0.0,0.0,0.0
519713,324640,mobile,ended,-10.0,553902.0,420.0,-128.0,-548.0,0.0
525837,244848,connect,ended,172.0,543686.0,120.0,-11.0,-131.0,0.0
534378,402469,mobile,ended,-15.0,540696.0,510.0,-109.0,-619.0,0.0
535209,383540,mobile,ended,3.0,538639.0,330.0,38.0,-292.0,0.0
558633,336650,connect,ended,19.0,557424.0,0.0,,,
558702,376840,connect,ended,-164.0,552598.0,690.0,10.0,-680.0,0.0
558813,403430,mobile,ended,254.0,562075.0,660.0,70.0,-590.0,0.0
559552,226317,mobile,ended,,550534.0,0.0,,,
561351,385073,mobile,ended,-37.0,560872.0,690.0,-56.0,-746.0,0.0
561935,347464,connect,ended,116.0,566651.0,300.0,32.0,-268.0,0.0
562071,288973,mobile,ended,-232.0,572580.0,30.0,-12.0,-42.0,0.0
563248,385625,connect,ended,6.0,556513.0,0.0,-68.0,-68.0,0.0
565877,351319,mobile,ended,-1148.0,561309.0,660.0,-577.0,-1237.0,0.0
561947,390927,connect,ended,40.0,537960.0,660.0,31.0,-629.0,0.0
562199,392479,mobile,ended,77.0,545594.0,720.0,22.0,-698.0,0.0
562848,272430,connect,ended,-63.0,564600.0,330.0,-61.0,-391.0,0.0
563652,299063,connect,ended,-22.0,561530.0,270.0,-5.0,-275.0,0.0
564127,389565,connect,ended,81.0,565814.0,510.0,48.0,-462.0,0.0
564546,384396,connect,canceled,,561260.0,690.0,-75.0,-765.0,0.0
565171,410939,connect,ended,-15.0,567442.0,240.0,-353.0,-593.0,0.0
568054,293992,mobile,ended,1147.0,562269.0,60.0,,,
568539,375126,connect,ended,139.0,566798.0,630.0,50.0,-580.0,0.0
569145,300505,connect,ended,46.0,560610.0,90.0,-54.0,-144.0,0.0
569162,274949,mobile,canceled,,565577.0,210.0,-259.0,-469.0,0.0
569445,346305,mobile,ended,-62.0,560681.0,180.0,-21.0,-201.0,0.0
572853,366164,connect,ended,39.0,569272.0,360.0,7.0,-353.0,0.0
565760,386413,connect,ended,-2.0,550806.0,0.0,-18.0,-18.0,0.0
559950,380128,mobile,ended,-68.0,557700.0,360.0,315.0,-45.0,0.0
561311,200364,mobile,canceled,,509972.0,480.0,-664.0,-1144.0,0.0
561480,364652,connect,ended,-48.0,564545.0,60.0,-90.0,-150.0,0.0
561586,376642,mobile,ended,-53.0,557899.0,630.0,-25.0,-655.0,0.0
561882,356630,mobile,ended,-19.0,563870.0,0.0,,,
524637,348225,mobile,ended,37.0,550539.0,0.0,-59.0,-59.0,0.0
567020,216576,connect,ended,-470.0,563059.0,150.0,-24.0,-174.0,0.0
568119,342699,connect,ended,14.0,563443.0,30.0,-1.0,-31.0,0.0
568302,363387,mobile,ended,-56.0,569781.0,450.0,-687.0,-1137.0,0.0
515626,324197,mobile,ended,62.0,525338.0,210.0,19.0,-191.0,0.0
515855,400293,mobile,ended,-83.0,540635.0,570.0,,,
517688,366371,connect,ended,-245.0,539108.0,0.0,-39.0,-39.0,0.0
525787,372809,connect,ended,10.0,561211.0,600.0,-134.0,-734.0,0.0
526660,367632,connect,canceled,,563613.0,720.0,11.0,-709.0,0.0
529626,324821,connect,ended,66.0,537033.0,720.0,8.0,-712.0,0.0
532543,397470,mobile,ended,-5.0,537576.0,150.0,18.0,-132.0,0.0
569030,401542,mobile,ended,,564977.0,480.0,19.0,-461.0,0.0
509463,339189,connect,ended,75.0,527519.0,360.0,137.0,-223.0,0.0
511425,351146,mobile,ended,26.0,555546.0,90.0,2.0,-88.0,0.0
513104,396552,mobile,ended,23.0,535313.0,720.0,23.0,-697.0,0.0
524355,385972,mobile,ended,1.0,548080.0,660.0,34.0,-626.0,0.0
536038,390702,connect,ended,37.0,554652.0,660.0,-24.0,-684.0,0.0
536509,281116,mobile,ended,-79.0,529888.0,180.0,169.0,-11.0,0.0
537133,340868,connect,ended,24.0,532994.0,60.0,-59.0,-119.0,0.0
567303,356630,mobile,ended,69.0,561882.0,180.0,-19.0,-199.0,0.0
568361,324821,connect,ended,-8.0,564684.0,90.0,-26.0,-116.0,0.0
572403,390467,connect,ended,,573546.0,360.0,-7.0,-367.0,0.0
576292,181625,connect,ended,9.0,573698.0,90.0,61.0,-29.0,0.0
512171,395608,mobile,ended,5.0,535039.0,180.0,62.0,-118.0,0.0
516667,380833,mobile,canceled,,538592.0,30.0,-544.0,-574.0,0.0
526948,214635,connect,ended,29.0,522667.0,180.0,119.0,-61.0,0.0
527925,401281,connect,ended,-96.0,535185.0,60.0,-500.0,-560.0,0.0
538657,404146,mobile,ended,-36.0,538335.0,720.0,-128.0,-848.0,0.0
538820,261263,mobile,ended,-35.0,533521.0,180.0,20.0,-160.0,0.0
539171,372878,mobile,ended,-8.0,543033.0,60.0,-45.0,-105.0,0.0
541178,392635,mobile,ended,86.0,523175.0,0.0,,,
542245,383255,mobile,ended,451.0,539006.0,240.0,94.0,-146.0,0.0
542392,379751,connect,ended,-33.0,541396.0,0.0,33.0,33.0,33.0
543696,347208,connect,ended,-141.0,538244.0,510.0,23.0,-487.0,0.0
543791,391153,mobile,ended,310.0,544230.0,720.0,9.0,-711.0,0.0
544030,404771,mobile,ended,72.0,543848.0,120.0,20.0,-100.0,0.0
544902,387939,connect,ended,32.0,545532.0,510.0,7.0,-503.0,0.0
545784,404020,mobile,ended,-11.0,543175.0,30.0,4.0,-26.0,0.0
546464,389785,connect,ended,-1.0,550903.0,690.0,-18.0,-708.0,0.0
546557,311923,connect,ended,-470.0,539744.0,240.0,-104.0,-344.0,0.0
547047,337047,mobile,ended,-53.0,544443.0,30.0,56.0,26.0,26.0
547589,373367,mobile,ended,-3.0,545463.0,60.0,40.0,-20.0,0.0
547981,372924,mobile,ended,36.0,550415.0,210.0,144.0,-66.0,0.0
548868,356434,mobile,ended,-4.0,551652.0,0.0,-3.0,-3.0,0.0
549430,366071,mobile,ended,-3.0,551575.0,180.0,22.0,-158.0,0.0
549647,369542,connect,ended,53.0,563235.0,480.0,-107.0,-587.0,0.0
549659,367608,connect,ended,-72.0,548833.0,120.0,75.0,-45.0,0.0
550664,327336,mobile,canceled,,546653.0,420.0,-77.0,-497.0,0.0
551308,342067,mobile,ended,42.0,545062.0,0.0,-98.0,-98.0,0.0
552074,412682,mobile,ended,71.0,564237.0,240.0,13.0,-227.0,0.0
553045,407524,mobile,ended,106.0,554266.0,480.0,106.0,-374.0,0.0
555798,388540,mobile,ended,-33.0,552353.0,30.0,-33.0,-63.0,0.0
556126,396250,mobile,canceled,,548864.0,510.0,527.0,17.0,17.0
558379,350769,mobile,ended,-73.0,537483.0,540.0,34.0,-506.0,0.0
558490,403749,mobile,ended,-59.0,554954.0,60.0,-152.0,-212.0,0.0
559326,412623,mobile,ended,46.0,557439.0,180.0,64.0,-116.0,0.0
568175,415726,mobile,ended,34.0,567093.0,180.0,-2.0,-182.0,0.0
568573,342699,connect,ended,11.0,568298.0,60.0,7.0,-53.0,0.0
571892,339138,connect,ended,20.0,571215.0,90.0,0.0,-90.0,0.0
573065,407084,mobile,ended,-105.0,569017.0,360.0,111.0,-249.0,0.0
564168,382444,mobile,ended,-86.0,553599.0,90.0,0.0,-90.0,0.0
564574,375421,connect,ended,34.0,515659.0,330.0,-1.0,-331.0,0.0
565262,333753,mobile,ended,163.0,564522.0,240.0,95.0,-145.0,0.0
565247,406625,connect,ended,0.0,561277.0,0.0,39.0,39.0,39.0
565672,216148,connect,ended,-111.0,553717.0,150.0,-46.0,-196.0,0.0
565728,374486,mobile,ended,50.0,569229.0,360.0,46.0,-314.0,0.0
565815,298466,mobile,ended,-40.0,567964.0,150.0,-22.0,-172.0,0.0
565991,407389,mobile,ended,-70.0,567843.0,150.0,93.0,-57.0,0.0
566349,384657,connect,ended,199.0,561722.0,690.0,224.0,-466.0,0.0
567086,386325,mobile,ended,-181.0,566591.0,720.0,-31.0,-751.0,0.0
567140,402308,mobile,ended,687.0,561807.0,0.0,-3.0,-3.0,0.0
567806,216701,mobile,canceled,,567644.0,690.0,,,
568251,404629,mobile,ended,789.0,565555.0,60.0,101.0,41.0,41.0
568659,317378,connect,canceled,,566412.0,600.0,-129.0,-729.0,0.0
569293,364670,mobile,canceled,,568767.0,0.0,-78.0,-78.0,0.0
570447,396289,mobile,ended,26.0,561080.0,180.0,107.0,-73.0,0.0
572279,311943,mobile,ended,,571616.0,690.0,,,
572714,298466,mobile,ended,218.0,565815.0,30.0,-40.0,-70.0,0.0
574151,241021,connect,ended,3.0,572285.0,720.0,-101.0,-821.0,0.0
574638,414681,mobile,ended,7.0,572181.0,180.0,147.0,-33.0,0.0
535939,386259,connect,ended,-151.0,538439.0,720.0,-171.0,-891.0,0.0
537063,306601,mobile,ended,44.0,557027.0,420.0,,,
537161,376760,connect,ended,-52.0,539557.0,90.0,21.0,-69.0,0.0
534414,349861,mobile,ended,-130.0,539791.0,690.0,670.0,-20.0,0.0
533591,377172,mobile,ended,33.0,540059.0,180.0,1.0,-179.0,0.0
536697,316042,mobile,ended,-4.0,566005.0,0.0,354.0,354.0,354.0
537210,401673,mobile,canceled,,537250.0,60.0,-663.0,-723.0,0.0
538252,280227,connect,ended,-12.0,551501.0,660.0,-476.0,-1136.0,0.0
538716,356673,mobile,ended,90.0,529144.0,0.0,-5.0,-5.0,0.0
538844,365926,connect,ended,-136.0,537243.0,300.0,242.0,-58.0,0.0
538994,324821,connect,ended,-66.0,529626.0,600.0,66.0,-534.0,0.0
541046,357005,mobile,ended,226.0,565872.0,420.0,62.0,-358.0,0.0
541155,336886,mobile,ended,39.0,533474.0,30.0,-12.0,-42.0,0.0
566177,374741,connect,ended,-49.0,564143.0,690.0,-122.0,-812.0,0.0
566395,414230,mobile,ended,24.0,562156.0,0.0,249.0,249.0,249.0
566944,327575,mobile,ended,-174.0,553521.0,540.0,53.0,-487.0,0.0
566973,349894,connect,ended,-592.0,563509.0,60.0,-432.0,-492.0,0.0
540121,401077,mobile,ended,-29.0,534332.0,30.0,44.0,14.0,14.0
540127,296967,connect,ended,7.0,519682.0,720.0,-223.0,-943.0,0.0
540239,409690,mobile,canceled,,539958.0,390.0,299.0,-91.0,0.0
541897,321801,mobile,ended,3.0,539969.0,150.0,-37.0,-187.0,0.0
543736,241021,connect,ended,-361.0,540311.0,30.0,48.0,18.0,18.0
568143,300781,mobile,ended,126.0,563657.0,0.0,-492.0,-492.0,0.0
568526,305307,mobile,ended,30.0,554547.0,120.0,70.0,-50.0,0.0
571394,405433,mobile,ended,107.0,561213.0,300.0,124.0,-176.0,0.0
571591,415629,mobile,ended,-5.0,565345.0,90.0,-54.0,-144.0,0.0
573622,390479,mobile,ended,5.0,570957.0,120.0,7.0,-113.0,0.0
535647,317572,connect,ended,-89.0,533793.0,0.0,-17.0,-17.0,0.0
535935,367535,mobile,ended,72.0,546067.0,270.0,33.0,-237.0,0.0
537666,377509,mobile,ended,-65.0,538177.0,240.0,50.0,-190.0,0.0
538178,392368,connect,ended,1064.0,557772.0,720.0,-61.0,-781.0,0.0
539758,397599,mobile,ended,138.0,540797.0,0.0,12.0,12.0,12.0
540562,230201,connect,ended,-594.0,539340.0,180.0,-18.0,-198.0,0.0
536203,409088,mobile,canceled,,541455.0,60.0,-172.0,-232.0,0.0
537029,338584,connect,ended,-43.0,542364.0,0.0,-38.0,-38.0,0.0
538756,359641,mobile,ended,-73.0,534964.0,720.0,-3.0,-723.0,0.0
541079,356106,connect,ended,-24.0,531984.0,120.0,-605.0,-725.0,0.0
542962,337219,connect,ended,18.0,537400.0,240.0,1.0,-239.0,0.0
543343,248300,connect,ended,140.0,564185.0,450.0,13.0,-437.0,0.0
559899,375621,connect,canceled,,558588.0,660.0,41.0,-619.0,0.0
560485,216576,connect,ended,-52.0,567020.0,0.0,-470.0,-470.0,0.0
562582,409345,mobile,ended,-31.0,563062.0,30.0,4.0,-26.0,0.0
564075,401387,mobile,canceled,,552061.0,60.0,240.0,180.0,180.0
564869,365926,connect,ended,41.0,565321.0,180.0,-30.0,-210.0,0.0
565646,377127,mobile,ended,45.0,563229.0,240.0,-41.0,-281.0,0.0
542207,368432,mobile,canceled,,556043.0,0.0,2.0,2.0,2.0
542224,327336,mobile,canceled,,538452.0,0.0,64.0,64.0,64.0
542891,325328,connect,ended,-163.0,549523.0,630.0,121.0,-509.0,0.0
543125,316042,mobile,ended,3.0,542232.0,720.0,-226.0,-946.0,0.0
543525,386259,connect,ended,11.0,541605.0,0.0,1.0,1.0,1.0
544201,301228,mobile,ended,-6.0,542164.0,540.0,-25.0,-565.0,0.0
544327,317819,mobile,ended,22.0,523988.0,420.0,86.0,-334.0,0.0
544402,366164,connect,ended,-18.0,554118.0,720.0,113.0,-607.0,0.0
544611,398802,mobile,ended,349.0,553900.0,690.0,8.0,-682.0,0.0
544791,402562,connect,ended,85.0,554505.0,60.0,-47.0,-107.0,0.0
547640,392718,mobile,ended,,557889.0,720.0,-54.0,-774.0,0.0
506546,351168,mobile,ended,,516147.0,480.0,,,
567623,391519,connect,ended,96.0,562244.0,720.0,,,
567765,349655,mobile,ended,165.0,561557.0,0.0,4.0,4.0,4.0
568652,395204,connect,ended,142.0,563518.0,720.0,-13.0,-733.0,0.0
568822,386259,connect,ended,-42.0,567288.0,0.0,-86.0,-86.0,0.0
569319,415157,mobile,ended,-53.0,563557.0,30.0,3.0,-27.0,0.0
570035,412698,mobile,ended,-67.0,557146.0,60.0,-8.0,-68.0,0.0
571779,385073,mobile,ended,40.0,565610.0,690.0,-18.0,-708.0,0.0
529571,388795,mobile,ended,-1707.0,546969.0,120.0,104.0,-16.0,0.0
574019,374486,mobile,ended,42.0,565728.0,240.0,50.0,-190.0,0.0
575497,356190,mobile,ended,702.0,574596.0,30.0,10.0,-20.0,0.0
575539,294883,mobile,ended,85.0,572492.0,0.0,9.0,9.0,9.0
513740,338940,mobile,ended,83.0,565837.0,0.0,-61.0,-61.0,0.0
517377,401740,mobile,ended,,528723.0,60.0,404.0,344.0,344.0
519027,298516,connect,ended,-39.0,549626.0,390.0,115.0,-275.0,0.0
534020,384040,connect,canceled,,550585.0,0.0,42.0,42.0,42.0
527015,243721,mobile,canceled,,534917.0,120.0,131.0,11.0,11.0
528111,375944,connect,ended,-29.0,534342.0,300.0,-71.0,-371.0,0.0
534012,404774,mobile,ended,32.0,545232.0,300.0,63.0,-237.0,0.0
537879,392683,connect,ended,-142.0,550313.0,0.0,-26.0,-26.0,0.0
538120,392368,connect,ended,-103.0,535637.0,120.0,21.0,-99.0,0.0
538359,343808,connect,ended,38.0,537176.0,60.0,-50.0,-110.0,0.0
539009,392327,mobile,ended,274.0,521664.0,600.0,-35.0,-635.0,0.0
540003,409113,mobile,ended,7.0,540751.0,180.0,204.0,24.0,24.0
572285,241021,connect,ended,-101.0,571991.0,30.0,-14.0,-44.0,0.0
574537,369648,connect,ended,-389.0,571606.0,120.0,-600.0,-720.0,0.0
545757,388438,mobile,ended,-115.0,546278.0,0.0,-54.0,-54.0,0.0
547006,296815,connect,ended,,545330.0,60.0,-37.0,-97.0,0.0
547748,367164,mobile,ended,-347.0,523230.0,600.0,83.0,-517.0,0.0
544389,385629,connect,ended,23.0,517515.0,0.0,33.0,33.0,33.0
541605,386259,connect,ended,1.0,535939.0,660.0,-151.0,-811.0,0.0
542163,338243,connect,ended,-18.0,534021.0,90.0,-57.0,-147.0,0.0
542649,248272,mobile,ended,1382.0,542179.0,90.0,-376.0,-466.0,0.0
543224,298429,connect,canceled,,540453.0,690.0,39.0,-651.0,0.0
544126,402194,mobile,ended,-29.0,514673.0,570.0,-52.0,-622.0,0.0
544994,333107,mobile,ended,45.0,540939.0,180.0,-17.0,-197.0,0.0
545099,389599,mobile,ended,56.0,539042.0,0.0,,,
545590,334190,connect,canceled,,538875.0,120.0,,,
528949,383144,connect,canceled,,540254.0,600.0,75.0,-525.0,0.0
529225,364411,mobile,ended,88.0,547571.0,180.0,155.0,-25.0,0.0
533802,373893,connect,ended,-286.0,558560.0,0.0,,,
538615,403884,mobile,ended,27.0,540902.0,0.0,-190.0,-190.0,0.0
544271,335605,mobile,ended,40.0,534944.0,60.0,-2.0,-62.0,0.0
544692,405622,mobile,ended,39.0,522854.0,120.0,58.0,-62.0,0.0
544748,212965,connect,canceled,,545863.0,150.0,,,
545045,377312,mobile,ended,22.0,563963.0,630.0,84.0,-546.0,0.0
546031,318867,mobile,ended,18.0,530797.0,270.0,28.0,-242.0,0.0
548763,334924,mobile,ended,66.0,534311.0,180.0,320.0,140.0,140.0
548903,360981,mobile,ended,221.0,549631.0,30.0,-83.0,-113.0,0.0
550033,285452,connect,ended,31.0,545931.0,0.0,-71.0,-71.0,0.0
551121,352393,connect,ended,39.0,548333.0,480.0,,,
551337,314456,connect,ended,-37.0,556481.0,480.0,,,
546727,401262,mobile,ended,39.0,544217.0,90.0,53.0,-37.0,0.0
547095,339540,mobile,ended,119.0,535528.0,60.0,39.0,-21.0,0.0
547493,346697,mobile,ended,78.0,557319.0,690.0,,,
549509,368432,mobile,canceled,,567818.0,630.0,,,
549796,371572,connect,ended,-96.0,543535.0,60.0,-312.0,-372.0,0.0
506452,393172,connect,ended,-93.0,555818.0,30.0,17.0,-13.0,0.0
514488,179304,mobile,ended,124.0,557954.0,0.0,25.0,25.0,25.0
528560,377119,connect,ended,-369.0,539582.0,120.0,98.0,-22.0,0.0
530110,216148,connect,ended,-211.0,541841.0,60.0,40.0,-20.0,0.0
549023,365926,connect,canceled,,550970.0,0.0,596.0,596.0,596.0
550529,362531,connect,ended,-26.0,544688.0,660.0,334.0,-326.0,0.0
543210,402562,connect,ended,-107.0,538013.0,0.0,-37.0,-37.0,0.0
543792,274598,mobile,ended,-199.0,536619.0,120.0,6.0,-114.0,0.0
544225,230201,connect,ended,-122.0,540562.0,30.0,-594.0,-624.0,0.0
544945,340442,mobile,ended,48.0,538975.0,120.0,-67.0,-187.0,0.0
536387,310661,mobile,ended,5.0,539166.0,720.0,-184.0,-904.0,0.0
536765,347781,mobile,ended,-26.0,536981.0,600.0,5.0,-595.0,0.0
538116,289901,connect,ended,-92.0,532257.0,660.0,-157.0,-817.0,0.0
538721,288611,mobile,ended,17.0,534242.0,60.0,12.0,-48.0,0.0
552211,384040,connect,ended,-358.0,539551.0,0.0,-1.0,-1.0,0.0
552741,407026,mobile,ended,,551060.0,630.0,,,
507521,321752,connect,ended,54.0,547204.0,420.0,7.0,-413.0,0.0
526426,370907,mobile,ended,42.0,547543.0,0.0,-16.0,-16.0,0.0
535781,319373,connect,ended,-7.0,552184.0,90.0,-7.0,-97.0,0.0
516252,284459,connect,ended,-42.0,535364.0,510.0,7.0,-503.0,0.0
517818,377172,mobile,ended,-49.0,551053.0,30.0,19.0,-11.0,0.0
518985,380833,mobile,ended,19.0,535338.0,240.0,-16.0,-256.0,0.0
529942,385128,mobile,ended,0.0,520000.0,120.0,29.0,-91.0,0.0
532779,349678,connect,ended,-80.0,538006.0,30.0,4.0,-26.0,0.0
539164,364464,connect,canceled,,537569.0,600.0,,,
539186,402083,connect,ended,-4.0,532634.0,510.0,-275.0,-785.0,0.0
535239,164960,connect,ended,81.0,538412.0,360.0,-17.0,-377.0,0.0
537793,357875,mobile,ended,267.0,542111.0,0.0,-14.0,-14.0,0.0
538248,224967,mobile,ended,54.0,529692.0,0.0,16.0,16.0,16.0
538941,385178,connect,ended,241.0,540804.0,120.0,34.0,-86.0,0.0
539018,347847,mobile,canceled,,542866.0,720.0,-152.0,-872.0,0.0
548556,375553,mobile,ended,-216.0,561402.0,60.0,-8.0,-68.0,0.0
548792,361564,mobile,ended,9.0,548637.0,60.0,-175.0,-235.0,0.0
549613,311707,connect,ended,-33.0,543933.0,0.0,-32.0,-32.0,0.0
553518,317639,mobile,ended,-10.0,561611.0,120.0,39.0,-81.0,0.0
553735,359049,connect,ended,33.0,550645.0,390.0,249.0,-141.0,0.0
549537,412219,mobile,ended,67.0,549114.0,540.0,-12.0,-552.0,0.0
